case_id,source_tweet_id,sampling_bucket,customer_message,apple_response,customer_followup,annotator_intent,conversation_state,expected_action,confidence,notes,risk_flags,backup_restore_related,data_loss,secondary_intent,feedback_request,customer_claim,observed_symptom,confirmed_cause,working_hypothesis,annotation_provenance,annotation_reason,taxonomy_gap
APPLE_GOLD_0087,2185386,CONNECTIVITY,"@AppleSupport I’ve noticed turning off WiFi from the control center doesn’t turn off my WiFi.. it only kicks me off the current WiFi I’m on. See below. I️ swipe up, turn off WiFi, but I’m settings it’s still searching for a NEtwork. Not just my phone doing this.  Known issue? https://t.co/vWb3Og00Kl","@155296 Thanks for reaching out to us for support. From what you described, that is actually expected behavior. When you have a free moment, please check out this article for more details about Wi-Fi and Bluetooth inside of Control Center: https://t.co/G7BHuQnDS6",@AppleSupport oh really? has this always been the case with the wifi button on the control center? i feel like that wasn't the case with previous iOS roll outs. Is this new for iOS 11?,CONNECTIVITY,FAILED_TROUBLESHOOTING,ESCALATE,0.78,AI first-pass annotation; review against taxonomy/policy. Sampling bucket is not ground truth.,[],False,False,,False,,,,,,,
APPLE_GOLD_0088,923683,CONNECTIVITY,"Why must I hard reset my phone everytime I want to make a phone call on #iOS11!? God forbid I wanna increase the volume or toggle between headset/speaker. @115858 @AppleSupport please fix ""the world's most advanced mobile operating system"" because the phone aspect is missing. https://t.co/G2JvsYBKJR",@339210 Let's work together in DM to investigate what's going on with your iPhone. https://t.co/GDrqU22YpT,,DEVICE_HARDWARE,FAILED_TROUBLESHOOTING,ESCALATE,0.78,AI first-pass annotation; review against taxonomy/policy. Sampling bucket is not ground truth.,[],False,False,,False,,,,,,,
APPLE_GOLD_0089,162835,CONNECTIVITY,"I was half asleep and accidentally made an emergency call (I was trying to stop an alarm...). After hanging up, the screen keeps displaying “Notification Canceled”. No response to input. I can’t restart iPhone X right now. Can switch apps using Siri. Pls help! @AppleSupport https://t.co/NShP7Mrpiq",@153619 We're happy to hear it seems to be resolved now after the restart. Be sure to let us know if you need any further help.,,INPUT_DISPLAY,TROUBLESHOOTING,CLARIFY,0.78,AI first-pass annotation; review against taxonomy/policy. Sampling bucket is not ground truth.,[],False,False,,False,,,,,,,
APPLE_GOLD_0090,2502077,CONNECTIVITY,"Friend &amp; I both got 8 plus #iPhone &amp; neither of us are receiving #imessages today. Anyone else experiencing this? I googled &amp; followed steps for shutting off wifi &amp; imessage &amp; nothing worked. Turned off imessage, not getting texts from other iphone users. @115858 @AppleSupport","@713686 Thanks for bringing this to our attention. We'd love to help. Does this issue occur while connected to cellular data, WiFi or both?",@AppleSupport Both. And today it's not even just iMessages not going through. I turned iMessage off and I had an SMS not come through.,CONNECTIVITY,FAILED_TROUBLESHOOTING,ESCALATE,0.78,AI first-pass annotation; review against taxonomy/policy. Sampling bucket is not ground truth.,[],False,False,,False,,,,,,,
APPLE_GOLD_0091,2652619,CONNECTIVITY,"Why is audio out of sync with any videos I play on iPhone 7 or iPhone X, on BOTH Verizon &amp; AT&amp;T networks? Happening since iOS 10 &amp; now continues several versions into iOS 11. Cant be the network if it happens on 2 different carriers &amp; using the same 2 iPhone models. @AppleSupport",@198364 We can check into what is happening here. Let us know in DM what is the exact version shown in Settings &gt; General &gt; About. https://t.co/GDrqU22YpT,,CONNECTIVITY,TROUBLESHOOTING,CLARIFY,0.78,AI first-pass annotation; review against taxonomy/policy. Sampling bucket is not ground truth.,[],False,False,,False,,,,,,,
APPLE_GOLD_0092,2379307,CONNECTIVITY,"@AppleSupport I talked to an Apple rep, was being transferred to the Garage Band dept (despite the fact I filed as a Garage Band ticket), and my call dropped. :( 

Pretty upset at your customer service right now. What number can I call to get connected to the correct people? @115858 #apple #Mac",@686128 We apologize about the inconvenience. We'll try to get you connected to the right group of experts as quickly as possible. The link we provided you can help you get started. That link is: https://t.co/IBIY3vMgPj,,CONNECTIVITY,TROUBLESHOOTING,CLARIFY,0.78,AI first-pass annotation; review against taxonomy/policy. Sampling bucket is not ground truth.,[],False,False,,False,,,,,,,
APPLE_GOLD_0093,586979,CONNECTIVITY,"@AppleSupport I’m one of those who are in love with the notch of iPhone X, but now this “line” below signal and battery indicator on lock screen of my iPhone X is seriously irritating, I want to get rid of it asap. Chk pic attached @118936 @116333 @115858 @258625 @124871 https://t.co/a50BTiriQk","@258624 Thanks for reaching out to us with your feedback, we want to make sure it gets to the right place. You should submit it here: https://t.co/eTPVYVFyd8",,CONNECTIVITY,TROUBLESHOOTING,CLARIFY,0.78,AI first-pass annotation; review against taxonomy/policy. Sampling bucket is not ground truth.,[],False,False,,False,,,,,,,
APPLE_GOLD_0094,2965366,CONNECTIVITY,"@AppleSupport Yes. No progress whatsoever. Received iMessages come in on my iPhone but not iPad, outgoing iMessages on the iPhone are fine, but get a 3/4 bar for minutes then a “Not Delivered” on the iPad. Again, no changes were made to the iPad. Internet connectivity on iPad is otherwise fine",@818119 Got it. Let's meet in DM. https://t.co/GDrqU22YpT,,CONNECTIVITY,FAILED_TROUBLESHOOTING,ESCALATE,0.78,AI first-pass annotation; review against taxonomy/policy. Sampling bucket is not ground truth.,[],False,False,,False,,,,,,,
APPLE_GOLD_0095,2946990,CONNECTIVITY,"@AppleSupport Initially everything was stuck.

I then upgraded to 11.1.2 and few apps did download (not the urgent ones)

Now looks like it's not progressing again.
Some apps show cloud icon, some apps show colored 'clock' that does not progress.

The iPhoneX isn't usable, on wifi, SIM is in 6","@804897 We want you to be able to use your apps on your new iPhone X. Were you running iOS 11 or later on your iPhone 6? If the apps are 32 bit apps, they will not run on iOS 11. We want to rule that out as the reason these are not downloading.","@AppleSupport I didn't upgrade iPhone 6 to iOS 11, but these apps are compatible.
Uber, Expensify, https://t.co/5tuIyGhjed, Chrome, etc...

Looks like there may be some more progress, though...",CONNECTIVITY,FAILED_TROUBLESHOOTING,ESCALATE,0.78,AI first-pass annotation; review against taxonomy/policy. Sampling bucket is not ground truth.,[],False,False,,False,,,,,,,
APPLE_GOLD_0096,2894755,CONNECTIVITY,"@AppleSupport i just get a this message ""You will receive a text or a phone call at this number when your account is ready to recover on 11 December 2017 at 21:52:39 GMT+5.50. For updated status information or to provide additional information to help recover your account""but never got a call.","@802224 By the date indicated, it looks like you'd have to wait until December 11, 2017. You can read more about the account recovery process here: https://t.co/nXAGZj0EE7",@AppleSupport What about the previous dates that I received just like this one? I don’t know if I am going for a case hearing in Indian court room or what? Your system just give me date and time and nothing else to ease my access to the account.,ACCOUNT_ICLOUD,TROUBLESHOOTING,CLARIFY,0.78,AI first-pass annotation; review against taxonomy/policy. Sampling bucket is not ground truth.,[],False,False,,False,,,,,,,
APPLE_GOLD_0097,2748365,CONNECTIVITY,"@AppleSupport I turned off cell data for photos over a month ago when I first started geting notofacations for AT&amp;T about using 75% of my data, this is holy unusual for my as I don’t use more than 3GB on a big month. I also turned off WiFi assist. My phone is up to date 11.1.2 and carrier.","@658446 Thanks for clarifying. Let's continue in DM where we can gather some additional information, and plan the best path forward. https://t.co/GDrqU22YpT",,CONNECTIVITY,TROUBLESHOOTING,CLARIFY,0.78,AI first-pass annotation; review against taxonomy/policy. Sampling bucket is not ground truth.,[],False,False,,False,,,,,,,
APPLE_GOLD_0098,2573965,CONNECTIVITY,@AppleSupport It happens randomly when we are FaceTiming eachother. We can be in the middle of the call and it randomly disconnects. Another strange thing is that we won’t be able to text eachother randomly sometimes. We know it’s not the WiFi because we can do other things and text other ppl.,@413808 Have you also removed and recreated the contact at any point? Let us know in Direct Message and we'll look into this further. https://t.co/GDrqU22YpT,,CONNECTIVITY,TROUBLESHOOTING,CLARIFY,0.78,AI first-pass annotation; review against taxonomy/policy. Sampling bucket is not ground truth.,[],False,False,,False,,,,,,,
APPLE_GOLD_0099,687981,CONNECTIVITY,"@AppleSupport Yes. Phone call on speaker mode, videos, music. I noticed it when I received my first phone call both from ringer and speaker mode. I had to turn the volume down to have optimal sound quality. FYI. I’m not the only one going through this. If you google “iPhone X speaker crackling",@284327 We'd like to look into this. Send us a DM informing us of your location. https://t.co/GDrqU22YpT,,DEVICE_HARDWARE,TROUBLESHOOTING,CLARIFY,0.78,AI first-pass annotation; review against taxonomy/policy. Sampling bucket is not ground truth.,[],False,False,,False,,,,,,,
APPLE_GOLD_0100,661582,CONNECTIVITY,@AppleSupport Seriously Apple...sitting in Apple store again because of another failed software release...and now I can’t receive or make calls?! And btw..was told by the technician that I am the 5th person in the last hour to come in to the store with the same issue..should not have updated!!,"@717971 Thanks for reaching out to us. We’ve received your DM, so we’ll work with you there.",,SOFTWARE_UPDATE,FAILED_TROUBLESHOOTING,ESCALATE,0.78,AI first-pass annotation; review against taxonomy/policy. Sampling bucket is not ground truth.,[],False,False,,False,,,,,,,
APPLE_GOLD_0101,112834,PURCHASE_BILLING,"@115858 PLEASE fix the symbols that replace actual letters. What is with you people? All that money and you can’t type a letter eye. &lt;—You see what was done there....
All that money, all that payroll, for inept people who don’t deserve it. Great job you’re doing there Timmy boy. https://t.co/T5sXPL1HZm",@141081 There's an update out now that fixes this issue. Make sure you have a recent backup and update to 11.1.2,,INPUT_DISPLAY,TROUBLESHOOTING,CLARIFY,0.78,AI first-pass annotation; review against taxonomy/policy. Sampling bucket is not ground truth.,[],False,False,,False,,,,,,,
APPLE_GOLD_0102,1616953,PURCHASE_BILLING,"@AppleSupport Is this normal? My #iPhone 6 on latest #ios11 (11.1.2) just went 40% to dead w/in 1 min, w/o warning. And as soon as I start charging, it woke up w/ 14% charged &amp; 30% charged in 5 mins. As loyal customer/shareholder, I expect better. #ownup Something ain’t right. https://t.co/SLGCyPIq31","@151807 Thanks for reaching back out to us. Send us over a DM, and we'll work together there. https://t.co/GDrqU22YpT",,PURCHASE_BILLING,TROUBLESHOOTING,CLARIFY,0.78,AI first-pass annotation; review against taxonomy/policy. Sampling bucket is not ground truth.,[],False,False,,False,,,,,,,
APPLE_GOLD_0103,2688118,PURCHASE_BILLING,"Hallo, yesterday I got email from “Service https://t.co/6CLtfVFvXU” they told i’ve purchase something. They also attach some document details of purchase (Gift Card). Whats should I do. Need u’r assist. Its it real? Cause i never buy something like that. Thx @AppleSupport @115858 https://t.co/zy9ed2K8Ul","@755836 You’ve come to the right place! We know how important it is to be sure an email is legitimate or not. The email you received is not from Apple. This article will give you tips about what to look for, and how to report it: https://t.co/LNMCdqt6fD",,PURCHASE_BILLING,TROUBLESHOOTING,CLARIFY,0.78,AI first-pass annotation; review against taxonomy/policy. Sampling bucket is not ground truth.,[],False,False,,False,,,,,,,
APPLE_GOLD_0104,2398016,PURCHASE_BILLING,"@AppleSupport  My iPhone 5S  __credit_card__ Purchase 2016 screen popped up on its own.. Just saw today morning when I woke up... No physical damage or drop down, no impact, utmost careful about my apple ! Check Image Scratchless ! My Apple ! It cud be manufacturing defect. Help! https://t.co/pWNbtUeh7Q",@690134 We'd like to check into this screen issue with you a bit more. Could you join us in DM and we'll work together there? https://t.co/GDrqU22YpT,,PURCHASE_BILLING,TROUBLESHOOTING,CLARIFY,0.78,AI first-pass annotation; review against taxonomy/policy. Sampling bucket is not ground truth.,[],False,False,,False,,,,,,,
APPLE_GOLD_0105,2691783,PURCHASE_BILLING,@AppleSupport @116333 It would be great if you guys introduce gift cards or other payment methods like online banking or through third party apps like Paytm. Google has all of those methods mentioned above.I feel like lots of people wanting to buy stuffs but are unable due very limited payment options,"@756675 Hey there. We appreciate your insights. Let your voice be heard through Feedback. Each feedback submission is carefully reviewed, then forwarded to the appropriate team for further review. Click here to share your thoughts: https://t.co/eTPVYVFyd8",,PURCHASE_BILLING,TROUBLESHOOTING,CLARIFY,0.78,AI first-pass annotation; review against taxonomy/policy. Sampling bucket is not ground truth.,[],False,False,,False,,,,,,,
APPLE_GOLD_0106,151550,PURCHASE_BILLING,"@150615 @134114 @150616 @AppleSupport This is just so disappointing. I really love my 6s plus, and it's barely over a year old. Paid what for me is a lot of money for it. I've been using apple for years but, as much as I don't want to, this really forces me to consider other brands for my next phone.",@150614 We'd love to assist you with any issues that you're having with your phone. Please click here to join us in DM and we'll continue there: https://t.co/GDrqU22YpT,,OTHER_UNCLEAR,TROUBLESHOOTING,CLARIFY,0.55,AI first-pass annotation; review against taxonomy/policy. Sampling bucket is not ground truth.,"[""safety_relevant""]",False,False,,False,,,,,,,
APPLE_GOLD_0107,646896,PURCHASE_BILLING,"Always use a genuine @115858 charger they say, it’s safer they say!! Clearly 😡 put my phone on charge, 5 mins later can smell burning and James finds this. Contacted Apple who say the charger is out of warranty so they won’t repair or replace and I should buy a new cord!! 😡😡😡 https://t.co/lSoxmsGBwc","@273649 Thanks for reaching out to us today, Angela. We'd like to have you reach out to us in DM using the link below, and we'll take a closer look into this with you. https://t.co/GDrqU22YpT",,PURCHASE_BILLING,TROUBLESHOOTING,CLARIFY,0.78,AI first-pass annotation; review against taxonomy/policy. Sampling bucket is not ground truth.,[],False,False,,False,,,,,,,
APPLE_GOLD_0108,2615358,PURCHASE_BILLING,FIX MY PHONE PLEASE IM GONNA SCREAM YOU JUST DELETED ALL MY MUSIC AND I CANT EVEN TRY TO DELETE ANYTHING @115858 @AppleSupport @115948 YOU SUCK SO MUCH RN IM SO LIVID I PAY MY MONEY FOR A BROKE ASS PHONE? broooooooooooooooooooooooooooooooooooooooooooooo gimme a free iPhoneX https://t.co/hxWWex0UFt,@715052 Your experience is important to us. Please join us in DM and tell us if you did try reinstalling the Music app. We'll take it from there. https://t.co/GDrqU22YpT,,OTHER_UNCLEAR,TROUBLESHOOTING,CLARIFY,0.55,AI first-pass annotation; review against taxonomy/policy. Sampling bucket is not ground truth.,"[""safety_relevant""]",False,False,,False,,,,,,,
APPLE_GOLD_0109,2555441,PURCHASE_BILLING,"picked up my charger and it literally burned my hand. you can see the smoke coming off of it. @115858 @AppleSupport @115858 @AppleSupport umm...explanation please? this is a new charger purchased from apple directly...if my phone was connected, it would’ve blew up for sure. https://t.co/TsYW1apLUC",@725645 Your safety is our number one concern. Please send us a DM including which country you're located in. https://t.co/GDrqU22YpT,,PURCHASE_BILLING,TROUBLESHOOTING,AUTO_HANDLE,0.78,AI first-pass annotation; review against taxonomy/policy. Sampling bucket is not ground truth.,[],False,False,,False,,,,,,,
APPLE_GOLD_0110,81822,PURCHASE_BILLING,"Dear @115858, when are you guys going to address the situation involving the letter “I️”?  Meanwhile I️ see there’s already an update for issues with IPhone X 🙄. Don’t be a douche, get that shit together. I️ spend to much money on y’all for it not to be fixed still. Thanks. https://t.co/pfMPlRpoMo","@134123 We've got your back. An update has been released to assist with this issue. If you haven’t yet, please back up your device and update it to the latest version iOS 11.1.2. For more info, check out: https://t.co/xXaXeeSRt9",,INPUT_DISPLAY,FAILED_TROUBLESHOOTING,ESCALATE,0.78,AI first-pass annotation; review against taxonomy/policy. Sampling bucket is not ground truth.,[],False,False,,False,,,,,,,
APPLE_GOLD_0111,146767,PURCHASE_BILLING,@AppleSupport I ended up trading it in thru Verizon &amp; getting the iPhone 8 because they actually gave me some money for it cuz it wasn’t cracked and did turn on. However I still owe them $300 for the phone which was worthless to me. It would just say connect to iTunes then error 51 when u did,@149318 Let's continue in DM. https://t.co/GDrqU22YpT,,CONNECTIVITY,FAILED_TROUBLESHOOTING,ESCALATE,0.78,AI first-pass annotation; review against taxonomy/policy. Sampling bucket is not ground truth.,[],False,False,,False,,,,,,,
APPLE_GOLD_0112,601410,PURCHASE_BILLING,@AppleSupport Your suggestion for “help” failed miserably. How about actually helping me download the track that I have paid for instead of sending me to a useless forum. The screenshot is from my purchases screen in Apple Music. Here’s one from the actual album on iTunes https://t.co/gcLgiv2mNX,"@262677 We're happy to go through steps to help you get that track. If you follow the steps listed at https://t.co/kImkFjU2do for downloading music not located on your device, does that track appear in the list?",@AppleSupport I don’t think you’re paying attention to the screenshots that I supplied. The last screenshot I sent is of the downloads screen in the iTunes Store. Your bots suck @115858 I require a competent human.,PURCHASE_BILLING,TROUBLESHOOTING,CLARIFY,0.78,AI first-pass annotation; review against taxonomy/policy. Sampling bucket is not ground truth.,[],False,False,,False,,,,,,,
APPLE_GOLD_0113,2843851,PURCHASE_BILLING,"@AppleSupport Thank you for getting back to me. I updated on Friday and where I would normally be on 70% after a days usage and get up to 36hrs on one charge - now I am having to charge it every day, with same amount of usage. A bit disappoint after having phone for 5 weeks - any help welcome!","@791136 Got it, we'd like to take a deeper look into this with you. DM us and we'll continue there. https://t.co/GDrqU22YpT",,PURCHASE_BILLING,TROUBLESHOOTING,CLARIFY,0.78,AI first-pass annotation; review against taxonomy/policy. Sampling bucket is not ground truth.,[],False,False,,False,,,,,,,
APPLE_GOLD_0114,2555271,PURCHASE_BILLING,"@AppleSupport When trying to install free apps on an iPhone 6s I had to finish the setup of an existing Apple ID, forcing me to choose a payment method! A PayPal login didn't allow me to progress.

Updating to iOS 11 finally offered a 'None' payment option when trying to continue the process..",@725606 We're glad that it worked out for you. Please message us back if you've any further questions.,,PURCHASE_BILLING,TROUBLESHOOTING,CLARIFY,0.78,AI first-pass annotation; review against taxonomy/policy. Sampling bucket is not ground truth.,[],False,False,,False,,,,,,,
APPLE_GOLD_0115,612905,PURCHASE_BILLING,@AppleSupport I have a complaint....I have iPhone 6s and due to the new update iOS11.1 .my app is not updating ...and always coming a pop up msg of verification and telling me to make payment..and when I m making through my debit/credit card ..it is declining my payment.pls ressolve this issue,@652398 We can help get you to the right team. For billing &amp; buying issues reach iTunes Store Support here: https://t.co/SDIe7UA9Bl,,PURCHASE_BILLING,TROUBLESHOOTING,CLARIFY,0.78,AI first-pass annotation; review against taxonomy/policy. Sampling bucket is not ground truth.,[],False,False,,False,,,,,,,
APPLE_GOLD_0116,489706,PURCHASE_BILLING,"@AppleSupport first 2 apple chargers completely ripped &amp; stopped working, so i bought 3 chargers that weren’t from apple.  all 3 worked for a few months at a time, but my last one (same thing the other chargers said) said that the devices were unsupported, and kept charging and uncharging.",@231635 This error may occur if you are not using an Apple certified charger: https://t.co/fJpWZGmuz7,,PURCHASE_BILLING,TROUBLESHOOTING,CLARIFY,0.78,AI first-pass annotation; review against taxonomy/policy. Sampling bucket is not ground truth.,[],False,False,,False,,,,,,,
APPLE_GOLD_0117,487981,PURCHASE_BILLING,"@AppleSupport Yes, when I turn them off and plug them in, they instantly turn back on, so it can't be the cable. The phones know they're connected to something, however when they turn on they don't charge. I've hard reset 100xs, and put them in recovery mode but theres no consistent result yet","@231155 We may need to take a different look at this. So we can get the best options in mind, could you let us know which country you are located in DM to get started? https://t.co/GDrqU22YpT",,PURCHASE_BILLING,FAILED_TROUBLESHOOTING,ESCALATE,0.78,AI first-pass annotation; review against taxonomy/policy. Sampling bucket is not ground truth.,[],False,False,,False,,,,,,,
APPLE_GOLD_0118,452616,PURCHASE_BILLING,"Well since it’s bombs away, ummm @AppleSupport why is it that when I plug my device in to charge, I lose percentages? 😂❗️Do you guys send out viruses to deteriorate your older models when you have new ones comin to make me buy it? Cause I’m not going to lmaololol 🤦‍♂️❗️ https://t.co/CpFKGMhhcR",@148438 We'd like to work closely with you to look into this issue. Join us in DM and we'll get started. https://t.co/GDrqU22YpT,,PURCHASE_BILLING,TROUBLESHOOTING,CLARIFY,0.78,AI first-pass annotation; review against taxonomy/policy. Sampling bucket is not ground truth.,[],False,False,,False,,,,,,,
APPLE_GOLD_0119,120642,PURCHASE_BILLING,"@AppleSupport UK user here. Having an absolute NIGHTMARE accessing my iTunes subscriptions. My Netflix account is connected to my Apple ID and I want to cancel/amend it, and it's showing up as totally blank on my iTunes page. PLEASE ADVISE ASAP. Getting very frustrated. https://t.co/6oDcXJrdpf","@142820 We can help with this. If you've been unable to cancel your subscription, reach out to our iTunes Store support team using this link: https://t.co/SDIe7UiyJN",,PURCHASE_BILLING,TROUBLESHOOTING,CLARIFY,0.78,AI first-pass annotation; review against taxonomy/policy. Sampling bucket is not ground truth.,[],False,False,,False,,,,,,,
APPLE_GOLD_0120,2618380,PURCHASE_BILLING,"@AppleSupport The sim was from the previous iPhone as i purchased my X sim free.
Today has also been troublesome,it is like basically having a trouble with signal.
In areas where I had full 4g it was flickering to 3G and on voice i have been told off most that I sound robot like until I move.",@132874 Got it. Reach out to us in DM and we will get this taken care of for you. https://t.co/GDrqU22YpT,,OTHER_UNCLEAR,TROUBLESHOOTING,ESCALATE,0.55,AI first-pass annotation; review against taxonomy/policy. Sampling bucket is not ground truth.,[],False,False,,False,,,,,,,
APPLE_GOLD_0121,556205,INPUT_DISPLAY,"@AppleSupport If predictive is off in my keyboard setting, messages overlaps when we try to switch to emoji keyboard. In the attached video, you can see, if i try to bring up emoji keyboard, the messages which i sent earlier are not moving up, instead they are overlapping(See the read receipt) https://t.co/tEWhinzlzU",@249931 We want that to work as expected. Please reach out to our phone or chat support to continue working on this issue here:  https://t.co/IBIY3vMgPj,,INPUT_DISPLAY,TROUBLESHOOTING,CLARIFY,0.78,AI first-pass annotation; review against taxonomy/policy. Sampling bucket is not ground truth.,[],False,False,,False,,,,,,,
APPLE_GOLD_0122,155950,INPUT_DISPLAY,"@AppleSupport No error because I don’t even have the screen/option to type anything. The bottom of the screen usually looks like the screenshot here, but it’s missing in the group message. The messages go all the way to the bottom of the screen and I can’t bring up the keyboard or anything. https://t.co/ZOHmqixdew",@151801 We'd be happy to look into this with you further. DM us the country or region you're located in using the link below and we'll go from there. https://t.co/GDrqU22YpT,,INPUT_DISPLAY,TROUBLESHOOTING,CLARIFY,0.78,AI first-pass annotation; review against taxonomy/policy. Sampling bucket is not ground truth.,[],False,False,,False,,,,,,,
APPLE_GOLD_0123,2838666,INPUT_DISPLAY,@AppleSupport My iPhone X screen becomes unresponsive for 30-45min if my phone is exposed to temps under 45° for even 5 min. The phone is supposed to operate from -4° to 113°. This is extremly frustrating because I live in NYC &amp; walk everywhere I go so this is a daily occurrence. https://t.co/zIKmvE9lbk,@477146 That's unexpected. We'd be happy to help. Which iOS version are you using? You can check in Settings &gt; General &gt; About.,@AppleSupport This is getting old. I wasn’t even out in the cold and and I had to reset my phone 4 times before the screen started working. I’m running 11.2,INPUT_DISPLAY,TROUBLESHOOTING,CLARIFY,0.78,AI first-pass annotation; review against taxonomy/policy. Sampling bucket is not ground truth.,[],False,False,,False,,,,,,,
APPLE_GOLD_0124,2502095,INPUT_DISPLAY,"Hey @115858 @applesupport -any idea why my month old #iPhone8 takes worse pics than the iPhone8 @127271 display phone? Same phone. Exact same camera settings. Cleaned both lenses before photo. 

Would appreciate RTs bc this is NOT ok. Misleading that display &amp; real are different! https://t.co/krmosOpP7o",@664055 We'd like to take a look at this with you. Let's continue our conversation in DM. https://t.co/GDrqU22YpT,,INPUT_DISPLAY,TROUBLESHOOTING,CLARIFY,0.78,AI first-pass annotation; review against taxonomy/policy. Sampling bucket is not ground truth.,[],False,False,,False,,,,,,,
APPLE_GOLD_0125,2127263,INPUT_DISPLAY,"@626341 @626342 @20471 @332495 Hi there Vince. Sure thing - make sure you have the predictive text feature turned on by going to Settings - Message. You can actually choose the letter “i” as opposed to the glitch. @115858 has not gotten back to me unfortunately, eagerly awaiting. As for @20471 TO til I die.",@626340 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,,INPUT_DISPLAY,TROUBLESHOOTING,CLARIFY,0.78,AI first-pass annotation; review against taxonomy/policy. Sampling bucket is not ground truth.,[],False,False,,False,,,,,,,
APPLE_GOLD_0126,589561,INPUT_DISPLAY,".@115858 @AppleSupport why does 11.2 on iPhone X now require the iPhone to be 100% vertical to maintain “attention aware features”? It’s dimming the screen if not 100% vertical, but I can still unlock with FaceID! &amp; pls don’t point me to the feedback site, been there done that. https://t.co/Sw29xMaj8R","@259394 We’re glad you messaged us. Let’s look into what’s happening with your iPhone X. To begin, please send us a DM letting us know what country you’re located in. Also, let us know of any troubleshooting steps you’ve worked through so far. https://t.co/GDrqU22YpT",,INPUT_DISPLAY,FAILED_TROUBLESHOOTING,ESCALATE,0.78,AI first-pass annotation; review against taxonomy/policy. Sampling bucket is not ground truth.,[],False,False,,False,,,,,,,
APPLE_GOLD_0127,2445190,INPUT_DISPLAY,"@AppleSupport when there is a list of notifications, there is no X present to delete the list of notifications, as pictured here. Only notifications from yesterday or ""earlier today"" are available. Will there be an update for this soon?.. And how about new twitter character limit https://t.co/rltykEZfD6","@701053 Thanks for reaching out to us. We'd like some details to do everything we can to help. Which iPhone model and iOS does this occur on? Also, if you slide the notification to the left are you able to view the option to clear? Let us know and we'll continue.",@AppleSupport Thank you. iPhone 7 w/ iOS 11.1.1 and I am able to clear the notification(s) individually. But not a group.,INPUT_DISPLAY,TROUBLESHOOTING,CLARIFY,0.78,AI first-pass annotation; review against taxonomy/policy. Sampling bucket is not ground truth.,[],False,False,,False,,,,,,,
APPLE_GOLD_0128,2594434,INPUT_DISPLAY,Why the hell is it so impossible to do anything with files on an iPad? Oh yes thank you this screen I can’t go anywhere on is sure fucking helpful. Huh @AppleSupport anything to say for your files program being worthless garbage that makes me want to throw this against the wall? https://t.co/eHPHmg3iuD,@734669 We'd love to see what we can do to help. Which iOS version are you running on your iPad? Send us a DM with that information and we'll start there. https://t.co/GDrqU22YpT,,INPUT_DISPLAY,FAILED_TROUBLESHOOTING,ESCALATE,0.78,AI first-pass annotation; review against taxonomy/policy. Sampling bucket is not ground truth.,[],False,False,,False,,,,,,,
APPLE_GOLD_0129,2552452,INPUT_DISPLAY,"@116333 Good Morning,as a loyal user of IOS I am unable to use MSOutlook w my MacBook Pro version 10.13.1,I need a solution,I am confident Apple will help me out,I am attaching a screen shot of my Mac, with a disabled MS Outlook icon, looking forward 4 a solution based response https://t.co/YwLYbnazuJ",@725009 We may be able to help you out. Have you updated the application that is having the issue? Let us know in a DM and we'll continue from there. https://t.co/GDrqU22YpT,,INPUT_DISPLAY,TROUBLESHOOTING,CLARIFY,0.78,AI first-pass annotation; review against taxonomy/policy. Sampling bucket is not ground truth.,[],False,False,,False,,,,,,,
APPLE_GOLD_0130,2300865,INPUT_DISPLAY,Hey @AppleSupport .. I get this when attempting up upgrade to iOS 11.1.1 and spent the last 90 mins on phone to Apple Support and no further. What a waste of time. Only just out of AppleCare too! Now what? Have a bricked phone just stuck on reboot loop with fancy stripy screen. https://t.co/Xyh2Fm3kWC,"@667781 We’re here for you! If you haven’t already, let’s try the steps laid out here to help resolve that error you’re seeing in iTunes: https://t.co/eFyh9lVoz2 Let us know how things go after that via DM: https://t.co/GDrqU22YpT","@AppleSupport Done that already in the 90 mins on the phone. Ironically I’m just out of AppleCare+ too! 
That video is attached to my case id but have no idea the way forward. 
Have a bricked phone which really in this day and age isn’t the greatest thing 
All just trying to update software 😫",SOFTWARE_UPDATE,TROUBLESHOOTING,CLARIFY,0.78,AI first-pass annotation; review against taxonomy/policy. Sampling bucket is not ground truth.,[],False,False,,False,,,,,,,
APPLE_GOLD_0131,457200,INPUT_DISPLAY,"Installed #highsierra and my late 2011 Mac is not working, it had no issues previously @AppleSupport. I got it booted up, after reinstalling High Sierra, then I shut down &amp; it does not work. Here’s what my screen looked like the other day. Any ideas? https://t.co/x4bHnAvIFc https://t.co/pydM6Iqp5r",@223551 We'd like to take a look at this with you. May we ask what's showing up on your screen right now? Let us know in DM. https://t.co/GDrqU22YpT,@AppleSupport @223551 This happening to me too! Did you manage to fix it?,INPUT_DISPLAY,TROUBLESHOOTING,CLARIFY,0.78,AI first-pass annotation; review against taxonomy/policy. Sampling bucket is not ground truth.,[],False,False,,False,,,,,,,
